fold_id,model,n_test,mae,rmse,r2,spearman_rho,pearson_r
36,F_random_backbone_control,12,2.9825996290663084,3.40092076192191,0.06007802925649175,0.18086925993244218,0.28430701450412516
37,A_clinical,12,3.3906401572477125,4.423655276290645,0.1458331177637513,0.5376002558478923,0.3841146896122092
37,B_global_activity,12,3.245631492720003,4.373146167599985,0.16522744284328605,0.4038970996836535,0.41299659065304817
37,C_standard_eeg_fc,12,2.9635625178761837,4.340670754869752,0.17757961360589825,0.32536155252294313,0.44281262619464185
37,D_p1_core_true_backbone,12,3.2661184393068403,4.553539439667457,0.09493789459854152,0.2580453692423342,0.40007323243014886
37,E_standard_plus_p1,12,3.0215399622627817,4.554184152381748,0.09468159008550181,0.2580453692423342,0.33786336740694967
37,F_random_backbone_control,12,3.118777928215182,4.416760181206859,0.14849380062006623,0.3739787960033829,0.38773711989582316
38,A_clinical,12,3.2462493139288604,5.378127972370221,0.06612253135526724,0.500904570223888,0.31888133686449033
38,B_global_activity,12,3.4286589614126712,5.456862521263272,0.038578880058440235,0.3887144210071208,0.30612420550915787
38,C_standard_eeg_fc,12,3.305862483820236,5.249366614285269,0.11030439942401749,0.5477339568736701,0.4327167705437621
38,D_p1_core_true_backbone,12,3.445661661697438,5.109672242442989,0.1570268921014124,0.5936729339017843,0.49232638715690313
38,E_standard_plus_p1,12,3.745996483456023,5.425883970138332,0.04946385034390288,0.3957819559345229,0.4454592721799921
38,F_random_backbone_control,12,3.6617007502498757,5.424102257069726,0.05008800840774863,0.4205183281804306,0.3238920144556594
39,A_clinical,11,2.9771949795912036,3.8047648175555833,0.22150023406846164,0.6083530701360232,0.5280363590474889
39,B_global_activity,11,2.956701001769247,4.178742915291193,0.06093823350948602,0.2350455043707363,0.4200007972576004
39,C_standard_eeg_fc,11,3.477210628541421,4.653113564701798,-0.16436771882997148,0.20278435671200776,0.2813163492428677
